800,7.5,950,90,0,90
800,15,950,90,0,90
800,22.5,950,90,0,90
800,30,950,90,0,90
800,37.5,950,90,0,90
800,45,950,90,0,90
800,52.5,950,90,0,90
800,60,950,90,0,90
800,67.5,950,90,0,90
800,75,950,90,0,90
800,75,935,90,0,90
800,75,920,90,0,90
800,75,905,90,0,90
800,75,890,90,0,90
800,75,875,90,0,90
800,75,860,90,0,90
800,75,845,90,0,90
800,75,830,90,0,90
800,75,815,90,0,90
800,75,800,90,0,90
800,75,815,90,0,90
800,75,830,90,0,90
800,75,845,90,0,90
800,75,860,90,0,90
800,75,875,90,0,90
800,75,890,90,0,90
800,75,905,90,0,90
800,75,920,90,0,90
800,75,935,90,0,90
800,75,950,90,0,90
800,82.5,950,90,0,90
800,90,950,90,0,90
800,97.5,950,90,0,90
800,105,950,90,0,90
800,112.5,950,90,0,90
800,120,950,90,0,90
800,127.5,950,90,0,90
800,135,950,90,0,90
800,142.5,950,90,0,90
800,150,950,90,0,90
800,150,935,90,0,90
800,150,920,90,0,90
800,150,905,90,0,90
800,150,890,90,0,90
800,150,875,90,0,90
800,150,860,90,0,90
800,150,845,90,0,90
800,150,830,90,0,90
800,150,815,90,0,90
800,150,800,90,0,90
800,150,807.5,90,0,90
800,150,815,90,0,90
800,150,822.5,90,0,90
800,150,830,90,0,90
800,150,837.5,90,0,90
800,150,845,90,0,90
800,150,852.5,90,0,90
800,150,860,90,0,90
800,150,867.5,90,0,90
800,150,875,90,0,90
800,157.5,875,90,0,90
800,165,875,90,0,90
800,172.5,875,90,0,90
800,180,875,90,0,90
800,187.5,875,90,0,90
800,195,875,90,0,90
800,202.5,875,90,0,90
800,210,875,90,0,90
800,217.5,875,90,0,90
800,225,875,90,0,90
800,225,882.5,90,0,90
800,225,890,90,0,90
800,225,897.5,90,0,90
800,225,905,90,0,90
800,225,912.5,90,0,90
800,225,920,90,0,90
800,225,927.5,90,0,90
800,225,935,90,0,90
800,225,942.5,90,0,90
800,225,950,90,0,90
800,225,935,90,0,90
800,225,920,90,0,90
800,225,905,90,0,90
800,225,890,90,0,90
800,225,875,90,0,90
800,225,860,90,0,90
800,225,845,90,0,90
800,225,830,90,0,90
800,225,815,90,0,90
800,225,800,90,0,90
800,232.5,815,90,0,90
800,240,830,90,0,90
800,247.5,845,90,0,90
800,255,860,90,0,90
800,262.5,875,90,0,90
800,270,890,90,0,90
