800,277.5,905,90,0,90
800,285,920,90,0,90
800,292.5,935,90,0,90
800,300,950,90,0,90
800,303.75,942.5,90,0,90
800,307.5,935,90,0,90
800,311.25,927.5,90,0,90
800,315,920,90,0,90
800,318.75,912.5,90,0,90
800,322.5,905,90,0,90
800,326.25,897.5,90,0,90
800,330,890,90,0,90
800,333.75,882.5,90,0,90
800,337.5,875,90,0,90
800,330,875,90,0,90
800,322.5,875,90,0,90
800,315,875,90,0,90
800,307.5,875,90,0,90
800,300,875,90,0,90
800,292.5,875,90,0,90
800,285,875,90,0,90
800,277.5,875,90,0,90
800,270,875,90,0,90
800,262.5,875,90,0,90
800,270,875,90,0,90
800,277.5,875,90,0,90
800,285,875,90,0,90
800,292.5,875,90,0,90
800,300,875,90,0,90
800,307.5,875,90,0,90
800,315,875,90,0,90
800,322.5,875,90,0,90
800,330,875,90,0,90
800,337.5,875,90,0,90
800,341.25,867.5,90,0,90
800,345,860,90,0,90
800,348.75,852.5,90,0,90
800,352.5,845,90,0,90
800,356.25,837.5,90,0,90
800,360,830,90,0,90
800,363.75,822.5,90,0,90
800,367.5,815,90,0,90
800,371.25,807.5,90,0,90
800,375,800,90,0,90
800,375,815,90,0,90
800,375,830,90,0,90
800,375,845,90,0,90
800,375,860,90,0,90
800,375,875,90,0,90
800,375,890,90,0,90
800,375,905,90,0,90
800,375,920,90,0,90
800,375,935,90,0,90
800,375,950,90,0,90
800,382.5,935,90,0,90
800,390,920,90,0,90
800,397.5,905,90,0,90
800,405,890,90,0,90
800,412.5,875,90,0,90
800,420,860,90,0,90
800,427.5,845,90,0,90
800,435,830,90,0,90
800,442.5,815,90,0,90
800,450,800,90,0,90
800,450,815,90,0,90
800,450,830,90,0,90
800,450,845,90,0,90
800,450,860,90,0,90
800,450,875,90,0,90
800,450,890,90,0,90
800,450,905,90,0,90
800,450,920,90,0,90
800,450,935,90,0,90
800,450,950,90,0,90
800,453.75,950,90,0,90
800,457.5,950,90,0,90
800,461.25,950,90,0,90
800,465,950,90,0,90
800,468.75,950,90,0,90
800,472.5,950,90,0,90
800,476.25,950,90,0,90
800,480,950,90,0,90
800,483.75,950,90,0,90
800,487.5,950,90,0,90
800,487.5,935,90,0,90
800,487.5,920,90,0,90
800,487.5,905,90,0,90
800,487.5,890,90,0,90
800,487.5,875,90,0,90
800,487.5,860,90,0,90
800,487.5,845,90,0,90
800,487.5,830,90,0,90
800,487.5,815,90,0,90
800,487.5,800,90,0,90
800,487.5,807.5,90,0,90
800,487.5,815,90,0,90
800,487.5,822.5,90,0,90
800,487.5,830,90,0,90
800,487.5,837.5,90,0,90
800,487.5,845,90,0,90
800,487.5,852.5,90,0,90
800,487.5,860,90,0,90
800,487.5,867.5,90,0,90
800,487.5,875,90,0,90
800,495,882.5,90,0,90
800,502.5,890,90,0,90
800,510,897.5,90,0,90
800,517.5,905,90,0,90
800,525,912.5,90,0,90
800,532.5,920,90,0,90
800,540,927.5,90,0,90
800,547.5,935,90,0,90
800,555,942.5,90,0,90
800,562.5,950,90,0,90
800,555,942.5,90,0,90
800,547.5,935,90,0,90
800,540,927.5,90,0,90
800,532.5,920,90,0,90
800,525,912.5,90,0,90
800,517.5,905,90,0,90
800,510,897.5,90,0,90
800,502.5,890,90,0,90
800,495,882.5,90,0,90
800,487.5,875,90,0,90
800,495,867.5,90,0,90
800,502.5,860,90,0,90
800,510,852.5,90,0,90
800,517.5,845,90,0,90
800,525,837.5,90,0,90
800,532.5,830,90,0,90
800,540,822.5,90,0,90
800,547.5,815,90,0,90
800,555,807.5,90,0,90
800,562.5,800,90,0,90
800,573.75,800,90,0,90
800,585,800,90,0,90
800,596.25,800,90,0,90
800,607.5,800,90,0,90
800,618.75,800,90,0,90
800,630,800,90,0,90
800,641.25,800,90,0,90
800,652.5,800,90,0,90
800,663.75,800,90,0,90
800,675,800,90,0,90
800,675,807.5,90,0,90
800,675,815,90,0,90
800,675,822.5,90,0,90
800,675,830,90,0,90
800,675,837.5,90,0,90
800,675,845,90,0,90
800,675,852.5,90,0,90
800,675,860,90,0,90
800,675,867.5,90,0,90
800,675,875,90,0,90
800,667.5,875,90,0,90
800,660,875,90,0,90
800,652.5,875,90,0,90
800,645,875,90,0,90
800,637.5,875,90,0,90
800,630,875,90,0,90
800,622.5,875,90,0,90
800,615,875,90,0,90
800,607.5,875,90,0,90
800,600,875,90,0,90
800,600,882.5,90,0,90
800,600,890,90,0,90
800,600,897.5,90,0,90
800,600,905,90,0,90
800,600,912.5,90,0,90
800,600,920,90,0,90
800,600,927.5,90,0,90
800,600,935,90,0,90
800,600,942.5,90,0,90
800,600,950,90,0,90
800,630,950,90,0,90
800,660,950,90,0,90
800,690,950,90,0,90
800,720,950,90,0,90
800,750,950,90,0,90
800,780,950,90,0,90
800,810,950,90,0,90
800,840,950,90,0,90
800,870,950,90,0,90
800,900,950,90,0,90
